Facility,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah
Meter name,1st Floor Electricity,1st Floor Res Elec Use,2nd Floor Electricity,2nd Floor Res Elec Use,3rd Floor Electricity,3rd Floor Res Elec Use,4th Floor Electricity,4th Floor Res Elec Use,Basement Elec,Electricity Use,High Flow H2O,HVAC Electricity Use,Low Flow H2O,Noah Residential Electricity Use,Total Lighting and Plug Load,Water Use
Meter id,oberlin_noah_1st_floor_e,oberlin_noah_res_1st_floor_e,oberlin_noah_2nd_floor_e,oberlin_noah_res_2nd_floor_e,oberlin_noah_3rd_floor_e,oberlin_noah_res_3rd_floor_e,oberlin_noah_4th_floor_e,oberlin_noah_res_4th_floor_e,oberlin_noah_basement_e,oberlin_noah_main_e,oberlin_noah_high_h2o,oberlin_noah_hvac_e,oberlin_noah_low_h2o,oberlin_noah_res_e,oberlin_noah_light_plug_tot_e,oberlin_noah_total_h2o

Timestamp,Noah - 1st Floor Electricity (kWh),Noah - 1st Floor Res Elec Use (kWh),Noah - 2nd Floor Electricity (kWh),Noah - 2nd Floor Res Elec Use (kWh),Noah - 3rd Floor Electricity (kWh),Noah - 3rd Floor Res Elec Use (kWh),Noah - 4th Floor Electricity (kWh),Noah - 4th Floor Res Elec Use (kWh),Noah - Basement Elec (kWh),Noah - Electricity Use (kWh),Noah - High Flow H2O (gal),Noah - HVAC Electricity Use (kWh),Noah - Low Flow H2O (gal),Noah - Noah Residential Electricity Use (kWh),Noah - Total Lighting and Plug Load (kWh),Noah - Water Use (gal)
2022-04-16 04:00,0.4525,0.61275,0.33375,0.45264,0.29875,0.40435,0.22875,0.31022,-0.1375,1.78,1.384,0.60375,2.66343,1.31375,1.31375,4.04743
2022-04-16 04:15,0.4675,0.63182,0.3325,0.44974,0.3025,0.40876,0.23625,0.31967,-0.13425,1.81,1.73,0.6055,17.81385,1.33875,1.33875,19.54385
2022-04-16 04:30,0.455,0.61891,0.29125,0.39614,0.32125,0.43714,0.21125,0.28784,-0.14075,1.74,0.346,0.602,13.59387,1.27875,1.27875,13.93987
2022-04-16 04:45,0.5525,0.70002,0.31375,0.39735,0.34,0.43034,0.215,0.27227,-0.21975,1.8,1.384,0.5985,15.25419,1.42125,1.42125,16.63819
2022-04-16 05:00,0.53125,0.72018,0.27,0.3668,0.34625,0.4696,0.20875,0.28343,-0.11125,1.84,2.076,0.595,9.30471,1.35625,1.35625,11.38071
2022-04-16 05:15,0.45,0.62655,0.2875,0.40098,0.3175,0.44218,0.2225,0.31029,-0.09075,1.78,2.076,0.59325,3.42441,1.2775,1.2775,5.50041
2022-04-16 05:30,0.37625,0.53194,0.32375,0.45745,0.29875,0.42188,0.21875,0.30874,-0.08725,1.72,0.0,0.58975,1.90245,1.2175,1.2175,1.90245
2022-04-16 05:45,0.3975,0.55438,0.3025,0.42116,0.30625,0.42456,0.215,0.29993,-0.11275,1.7,2.076,0.5915,5.5344,1.22125,1.22125,7.6104
2022-04-16 06:00,0.42,0.57368,0.31625,0.43182,0.32,0.43755,0.225,0.30692,-0.12625,1.75,0.692,0.595,2.83638,1.28125,1.28125,3.52838
2022-04-16 06:15,0.4225,0.63073,0.27625,0.41166,0.25875,0.38635,0.20875,0.31128,-0.016,1.74,0.692,0.58975,1.79868,1.16625,1.16625,2.49068
2022-04-16 06:30,0.43375,0.63814,0.28375,0.41857,0.30375,0.44745,0.21375,0.31583,-0.003,1.82,1.038,0.588,1.00311,1.235,1.235,2.04111
2022-04-16 06:45,0.475,0.62077,0.28,0.36598,0.305,0.39813,0.18,0.23515,-0.2115,1.62,0.346,0.5915,4.1508,1.24,1.24,4.4968
2022-04-16 07:00,0.45625,0.57947,0.2825,0.35816,0.2725,0.34655,0.20125,0.25585,-0.264,1.54,1.384,0.5915,1.69491,1.2125,1.2125,3.07891
2022-04-16 07:15,0.4525,0.56844,0.29625,0.37231,0.28,0.3507,0.21375,0.26855,-0.274,1.56,0.692,0.5915,1.31442,1.2425,1.2425,2.00642
2022-04-16 07:30,0.48625,0.5992,0.28125,0.3464,0.315,0.38802,0.21625,0.26637,-0.28675,1.6,2.076,0.588,3.87408,1.29875,1.29875,5.95008
2022-04-16 07:45,0.54125,0.66663,0.29,0.35698,0.31,0.3813,0.2075,0.25511,-0.27675,1.66,0.0,0.588,20.44269,1.34875,1.34875,20.44269
2022-04-16 08:00,0.52375,0.64285,0.27625,0.33911,0.30125,0.36987,0.28375,0.34821,-0.27125,1.7,1.73,0.58625,14.28567,1.385,1.385,16.01567
2022-04-16 08:15,0.46625,0.58726,0.27625,0.3481,0.32125,0.40537,0.26125,0.32928,-0.243,1.67,2.076,0.588,25.63119,1.325,1.325,27.70719
2022-04-16 08:30,0.5625,0.64541,0.28875,0.33159,0.3825,0.43883,0.25625,0.29416,-0.368,1.71,2.076,0.588,23.97087,1.49,1.49,26.04687
2022-04-16 08:45,0.5975,0.67144,0.30125,0.3382,0.34625,0.38951,0.25875,0.29082,-0.4,1.69,0.0,0.58625,30.12789,1.50375,1.50375,30.12789
2022-04-16 09:00,0.6525,0.68164,0.36125,0.37703,0.35625,0.3713,0.2875,0.3,-0.5155,1.73,5.536,0.588,26.87643,1.6575,1.6575,32.41243
2022-04-16 09:15,0.63875,0.67647,0.32625,0.34518,0.3625,0.38548,0.28625,0.30286,-0.49175,1.71,7.266,0.588,23.27907,1.61375,1.61375,30.54507
2022-04-16 09:30,0.6725,0.73286,0.33875,0.36925,0.37375,0.40728,0.285,0.31064,-0.44325,1.82,7.266,0.59325,29.64363,1.67,1.67,36.90963
2022-04-16 09:45,0.725,0.7789,0.29125,0.31264,0.37,0.3977,0.26125,0.28077,-0.47075,1.77,2.768,0.59325,27.04938,1.6475,1.6475,29.81738
2022-04-16 10:00,0.69375,0.75958,0.32625,0.35709,0.31,0.33907,0.26875,0.29425,-0.442,1.75,3.114,0.59325,30.95805,1.59875,1.59875,34.07205
2022-04-16 10:15,0.7,0.768,0.3,0.32844,0.33875,0.37094,0.30375,0.3326,-0.4375,1.8,3.114,0.595,19.68171,1.6425,1.6425,22.79571
2022-04-16 10:30,0.70625,0.81034,0.275,0.31601,0.38625,0.44235,0.27125,0.31127,-0.3555,1.88,5.536,0.59675,21.96465,1.63875,1.63875,27.50065
2022-04-16 10:45,0.7325,0.7796,0.29875,0.31805,0.39625,0.42183,0.32,0.34053,-0.4895,1.86,10.034,0.602,30.16248,1.7475,1.7475,40.19648
2022-04-16 11:00,0.74375,0.72506,0.32625,0.31909,0.45375,0.4276,0.325,0.31822,-0.66075,1.79,8.996,0.602,56.79678,1.84875,1.84875,65.79278
2022-04-16 11:15,0.755,0.82074,0.325,0.35291,0.4275,0.46335,0.315,0.34301,-0.4445,1.98,2.076,0.602,46.24683,1.8225,1.8225,48.32283
2022-04-16 11:30,0.7925,0.85216,0.35,0.37825,0.3925,0.42227,0.33125,0.35734,-0.46,2.01,2.422,0.60375,52.85352,1.86625,1.86625,55.27552
2022-04-16 11:45,0.815,0.86862,0.33,0.35142,0.3775,0.40234,0.345,0.36762,-0.48125,1.99,3.46,0.60375,48.04551,1.8675,1.8675,51.50551
2022-04-16 12:00,0.7875,0.80555,0.3275,0.33448,0.4725,0.48402,0.30875,0.31593,-0.5635,1.94,4.152,0.60725,20.92695,1.89625,1.89625,25.07895
2022-04-16 12:15,0.81,0.85539,0.405,0.42847,0.36875,0.38917,0.3,0.31697,-0.4975,1.99,4.498,0.60375,28.77888,1.88375,1.88375,33.27688
2022-04-16 12:30,0.8225,0.86444,0.34375,0.36081,0.405,0.42531,0.305,0.31944,-0.51175,1.97,4.498,0.6055,18.92073,1.87625,1.87625,23.41873
2022-04-16 12:45,0.85875,0.92118,0.3725,0.39861,0.35875,0.38525,0.25625,0.27496,-0.47175,1.98,6.92,0.6055,15.08124,1.84625,1.84625,22.00124
2022-04-16 13:00,0.81,0.86342,0.3375,0.36013,0.37125,0.39634,0.24375,0.26009,-0.48625,1.88,4.152,0.60375,39.91686,1.7625,1.7625,44.06886
2022-04-16 13:15,0.81875,0.86308,0.41875,0.43517,0.37,0.39105,0.39,0.4107,-0.50125,2.1,2.076,0.60375,9.51225,1.9975,1.9975,11.58825
2022-04-16 13:30,0.81875,0.80954,0.39875,0.39333,0.4775,0.46799,0.2925,0.2891,-0.62425,1.96,6.228,0.59675,30.30084,1.9875,1.9875,36.52884
2022-04-16 13:45,0.755,0.81225,0.39875,0.42875,0.41,0.44118,0.28625,0.30782,-0.45325,1.99,8.304,0.59325,23.65956,1.85,1.85,31.96356
2022-04-16 14:00,0.7225,0.79763,0.38375,0.42344,0.4425,0.48824,0.30875,0.3407,-0.4025,2.05,3.114,0.595,25.83873,1.8575,1.8575,28.95273
2022-04-16 14:15,0.77625,0.86565,0.38,0.42391,0.44,0.4902,0.2875,0.32026,-0.377,2.1,1.73,0.59325,17.05287,1.88375,1.88375,18.78287
2022-04-16 14:30,0.82625,0.914,0.40875,0.45322,0.4525,0.50046,0.31875,0.35232,-0.37775,2.22,2.768,0.5915,30.99264,2.00625,2.00625,33.76064
2022-04-16 14:45,0.8,0.90992,0.3825,0.43531,0.42125,0.48,0.365,0.41476,-0.3185,2.24,1.73,0.58975,21.65334,1.96875,1.96875,23.38334
2022-04-16 15:00,0.81625,0.8891,0.39875,0.43456,0.49,0.5346,0.305,0.33171,-0.408,2.19,2.422,0.588,14.35485,2.01,2.01,16.77685
2022-04-16 15:15,0.7875,0.76577,0.37625,0.36399,0.51,0.49157,0.26625,0.25867,-0.648,1.88,4.844,0.588,13.00584,1.94,1.94,17.84984
2022-04-16 15:30,0.83625,0.90465,0.3625,0.39242,0.43625,0.47156,0.27875,0.3014,-0.43,2.07,3.114,0.58625,23.65956,1.91375,1.91375,26.77356
2022-04-16 15:45,0.9275,0.93982,0.3925,0.40849,0.485,0.50373,0.2775,0.28798,-0.5305,2.14,5.536,0.588,37.53015,2.0825,2.0825,43.06615
2022-04-16 16:00,0.87375,0.88917,0.39,0.40314,0.44625,0.45979,0.33625,0.3479,-0.536,2.1,2.076,0.58975,28.15626,2.04625,2.04625,30.23226
2022-04-16 16:15,0.79875,0.83859,0.37375,0.39224,0.45625,0.47879,0.305,0.32034,-0.4935,2.03,2.768,0.58975,15.25419,1.93375,1.93375,18.02219
2022-04-16 16:30,0.79875,0.84065,0.35875,0.3776,0.445,0.46903,0.2875,0.30271,-0.4915,1.99,3.46,0.5915,16.70697,1.89,1.89,20.16697
2022-04-16 16:45,0.7575,0.73285,0.3775,0.3644,0.4825,0.46198,0.30125,0.29077,-0.662,1.85,0.692,0.59325,1.69491,1.91875,1.91875,2.38691
2022-04-16 17:00,0.84375,0.81809,0.3875,0.37692,0.4575,0.445,0.32875,0.32001,-0.656,1.96,3.806,0.5985,17.295,2.0175,2.0175,21.101
2022-04-16 17:15,0.9625,0.8901,0.40875,0.3811,0.4575,0.42595,0.30375,0.28286,-0.7545,1.98,7.266,0.602,45.41667,2.1325,2.1325,52.68267
2022-04-16 17:30,0.88375,0.83316,0.43125,0.40994,0.46375,0.43177,0.3325,0.31513,-0.718,1.99,4.844,0.59675,25.90791,2.11125,2.11125,30.75191
2022-04-16 17:45,0.8025,0.88193,0.43125,0.47384,0.41,0.45027,0.295,0.32396,-0.4055,2.13,3.46,0.59675,40.22817,1.93875,1.93875,43.68817
2022-04-16 18:00,0.85125,0.87143,0.4075,0.41742,0.47875,0.4894,0.295,0.30177,-0.54925,2.08,3.806,0.59675,26.84184,2.0325,2.0325,30.64784
2022-04-16 18:15,0.82,0.84659,0.3975,0.41106,0.415,0.42834,0.30375,0.31404,-0.54175,2.0,2.422,0.6055,5.49981,1.93625,1.93625,7.92181
2022-04-16 18:30,0.94375,0.94913,0.42125,0.42345,0.41875,0.42081,0.295,0.2966,-0.59425,2.09,8.65,0.6055,29.85117,2.07875,2.07875,38.50117
2022-04-16 18:45,0.8275,0.8811,0.42625,0.4538,0.43625,0.46442,0.30125,0.32064,-0.47675,2.12,1.73,0.6055,11.65683,1.99125,1.99125,13.38683
2022-04-16 19:00,0.83,0.88639,0.4575,0.48867,0.42,0.44807,0.325,0.34686,-0.46625,2.17,3.114,0.60375,5.32686,2.0325,2.0325,8.44086
2022-04-16 19:15,0.7925,0.87104,0.4125,0.45375,0.43125,0.47301,0.33,0.36219,-0.41175,2.16,3.114,0.6055,8.3016,1.96625,1.96625,11.4156
2022-04-16 19:30,0.81125,0.88209,0.38625,0.42007,0.44,0.47868,0.34875,0.37915,-0.4335,2.16,9.342,0.60725,30.64674,1.98625,1.98625,39.98874
2022-04-16 19:45,0.8875,0.91623,0.43375,0.44664,0.42125,0.4316,0.32625,0.33553,-0.54425,2.13,6.574,0.6055,28.64052,2.06875,2.06875,35.21452
2022-04-16 20:00,0.85625,0.91728,0.4825,0.51586,0.46375,0.48249,0.3025,0.3244,-0.46875,2.24,1.73,0.60375,47.49207,2.105,2.105,49.22207
2022-04-16 20:15,0.81125,0.94916,0.46,0.53729,0.47875,0.56052,0.31125,0.36304,-0.2515,2.41,2.076,0.60025,23.69415,2.06125,2.06125,25.77015
2022-04-16 20:30,0.855,1.02641,0.445,0.53372,0.50375,0.60426,0.31375,0.3756,-0.17775,2.54,4.498,0.60025,17.32959,2.1175,2.1175,21.82759
2022-04-16 20:45,0.98125,1.14327,0.4425,0.51572,0.53625,0.62456,0.30625,0.35645,-0.22825,2.64,5.19,0.602,5.74194,2.26625,2.26625,10.93194
2022-04-16 21:00,0.94625,1.11202,0.47125,0.5542,0.55125,0.64799,0.31125,0.3658,-0.209,2.68,5.536,0.609,10.13487,2.28,2.28,15.67087
2022-04-16 21:15,0.93375,1.07111,0.45,0.51628,0.50625,0.581,0.3325,0.38161,-0.28325,2.55,2.768,0.61075,18.95532,2.2225,2.2225,21.72332
2022-04-16 21:30,1.00375,1.131,0.4425,0.49872,0.54875,0.6182,0.3125,0.35207,-0.32175,2.6,6.228,0.61425,14.42403,2.3075,2.3075,20.65203
2022-04-16 21:45,0.94375,1.11102,0.455,0.53587,0.56625,0.6671,0.345,0.40601,-0.20775,2.72,3.114,0.61775,11.31093,2.31,2.31,14.42493
2022-04-16 22:00,0.955,1.12866,0.51,0.60277,0.49125,0.58076,0.35375,0.41782,-0.1995,2.73,3.46,0.6195,4.87719,2.31,2.31,8.33719
2022-04-16 22:15,0.98375,1.15921,0.51,0.60036,0.53,0.62392,0.3625,0.42648,-0.19575,2.81,6.228,0.6195,27.22233,2.38625,2.38625,33.45033
2022-04-16 22:30,0.9325,1.05097,0.51125,0.57523,0.615,0.69163,0.47375,0.53214,-0.30375,2.85,4.152,0.62125,10.27323,2.5325,2.5325,14.42523
2022-04-16 22:45,0.94875,1.07231,0.52,0.58854,0.565,0.63962,0.40625,0.45954,-0.303,2.76,3.114,0.623,31.61526,2.44,2.44,34.72926
2022-04-16 23:00,0.95375,1.07896,0.51625,0.58438,0.565,0.63848,0.39625,0.44819,-0.30775,2.75,4.498,0.6265,46.55814,2.43125,2.43125,51.05614
2022-04-16 23:15,0.98625,1.11024,0.4925,0.55421,0.545,0.6127,0.4375,0.49285,-0.316,2.77,4.498,0.62475,41.05833,2.46125,2.46125,45.55633
2022-04-16 23:30,0.89625,0.99959,0.5825,0.65007,0.52125,0.5812,0.42875,0.47912,-0.347,2.71,2.422,0.62825,37.94523,2.42875,2.42875,40.36723
2022-04-16 23:45,0.82375,0.94114,0.50875,0.58128,0.4925,0.56259,0.46,0.52502,-0.30325,2.61,5.536,0.62825,35.6277,2.285,2.285,41.1637
2022-04-17 00:00,0.8675,0.92854,0.49375,0.52852,0.58,0.60671,0.40875,0.43619,-0.47825,2.5,7.958,0.62825,27.04938,2.35,2.35,35.00738
2022-04-17 00:15,0.9825,1.11588,0.495,0.56269,0.46625,0.53041,0.3875,0.44103,-0.313,2.65,6.92,0.63175,23.03694,2.33125,2.33125,29.95694
2022-04-17 00:30,0.98375,1.12681,0.47875,0.54837,0.4825,0.55249,0.38625,0.4423,-0.29125,2.67,4.498,0.63,26.11545,2.33125,2.33125,30.61345
2022-04-17 00:45,0.88,0.9954,0.49125,0.5556,0.4675,0.52819,0.41625,0.47074,-0.33675,2.55,3.114,0.63175,30.30084,2.255,2.255,33.41484
2022-04-17 01:00,0.87,1.02661,0.47375,0.55943,0.42625,0.50325,0.365,0.43069,-0.24675,2.52,2.768,0.63175,23.27907,2.135,2.135,26.04707
2022-04-17 01:15,0.92,1.00354,0.48625,0.5303,0.47375,0.51687,0.4025,0.43934,-0.4225,2.49,4.152,0.63,13.21338,2.2825,2.2825,17.36538
2022-04-17 01:30,0.8775,1.02462,0.41875,0.48876,0.42625,0.4979,0.41,0.47872,-0.27425,2.49,6.574,0.63175,18.92073,2.1325,2.1325,25.49473
2022-04-17 01:45,0.79625,0.96102,0.43375,0.52394,0.3775,0.45554,0.3725,0.44953,-0.22175,2.39,2.422,0.63175,12.41781,1.98,1.98,14.83981
2022-04-17 02:00,0.84875,1.00067,0.4225,0.49879,0.40625,0.4781,0.34125,0.40248,-0.2705,2.38,1.384,0.63175,14.07813,2.01875,2.01875,15.46213
2022-04-17 02:15,0.76375,0.90829,0.43625,0.51952,0.385,0.45797,0.365,0.43422,-0.2635,2.32,1.73,0.6335,15.46173,1.95,1.95,17.19173
2022-04-17 02:30,0.61125,0.76443,0.41,0.51239,0.36,0.4502,0.34625,0.43297,-0.201,2.16,3.114,0.6335,8.68209,1.7275,1.7275,11.79609
2022-04-17 02:45,0.80125,0.98027,0.38125,0.46785,0.36125,0.44295,0.325,0.39893,-0.21225,2.29,1.73,0.6335,20.20056,1.86875,1.86875,21.93056
2022-04-17 03:00,0.8025,0.94763,0.3925,0.46292,0.39125,0.46207,0.33625,0.3974,-0.28775,2.27,4.152,0.63525,26.59971,1.9225,1.9225,30.75171
2022-04-17 03:15,0.75625,0.9472,0.3575,0.44713,0.33,0.41332,0.32125,0.40234,-0.19025,2.21,1.038,0.63525,11.72601,1.765,1.765,12.76401
2022-04-17 03:30,0.7425,0.93759,0.34875,0.44113,0.3325,0.41984,0.31,0.39146,-0.179,2.19,0.346,0.63525,10.16946,1.73375,1.73375,10.51546
2022-04-17 03:45,0.80375,0.99591,0.32125,0.39836,0.33,0.40883,0.28,0.3469,-0.22025,2.15,2.076,0.63525,13.1442,1.735,1.735,15.2202
2022-04-17 04:00,0.7675,0.95961,0.35375,0.44253,0.3225,0.40366,0.29875,0.37423,-0.19775,2.18,1.384,0.63525,13.10961,1.7425,1.7425,14.49361
2022-04-17 04:15,0.78625,0.97895,0.365,0.45514,0.34375,0.42948,0.2775,0.34642,-0.1995,2.21,2.076,0.637,13.62846,1.7725,1.7725,15.70446
2022-04-17 04:30,0.6975,0.93171,0.285,0.38105,0.33125,0.44323,0.28,0.37402,-0.099,2.13,1.038,0.63525,3.94326,1.59375,1.59375,4.98126
2022-04-17 04:45,0.74,0.92308,0.33625,0.41965,0.32375,0.40432,0.275,0.34298,-0.22025,2.09,0.0,0.63525,0.17295,1.675,1.675,0.17295
2022-04-17 05:00,0.82875,1.05623,0.35125,0.4469,0.32375,0.41228,0.28625,0.36457,-0.14525,2.28,1.384,0.63525,2.66343,1.79,1.79,4.04743
2022-04-17 05:15,0.63875,0.84081,0.3225,0.42525,0.31625,0.41663,0.32375,0.4273,-0.1265,2.11,3.114,0.63525,8.26701,1.60125,1.60125,11.38101
2022-04-17 05:30,0.5975,0.83859,0.27875,0.39184,0.27875,0.39146,0.27625,0.38808,-0.05825,2.01,0.0,0.637,0.0,1.43125,1.43125,0.0
2022-04-17 05:45,0.60875,0.84606,0.29625,0.41108,0.30625,0.42504,0.25,0.34785,-0.07,2.03,0.692,0.63875,1.48737,1.46125,1.46125,2.17937
2022-04-17 06:00,0.71375,0.9204,0.34625,0.4467,0.30125,0.38883,0.25875,0.33408,-0.167,2.09,0.692,0.637,2.10999,1.62,1.62,2.80199
2022-04-17 06:15,0.67625,0.90453,0.35125,0.46988,0.28,0.37405,0.255,0.34157,-0.1095,2.09,2.076,0.637,3.18228,1.5625,1.5625,5.25828
2022-04-17 06:30,0.69625,0.91842,0.35375,0.46639,0.30375,0.40062,0.24625,0.3246,-0.12875,2.11,0.692,0.63875,2.35212,1.6,1.6,3.04412
2022-04-17 06:45,0.6825,0.83364,0.33,0.4046,0.2875,0.353,0.27,0.32881,-0.2905,1.92,1.038,0.6405,2.83638,1.57,1.57,3.87438
2022-04-17 07:00,0.655,0.77611,0.3375,0.40088,0.3225,0.38416,0.27625,0.32881,-0.34,1.89,0.692,0.63875,0.6918,1.59125,1.59125,1.3838
2022-04-17 07:15,0.56375,0.71078,0.285,0.3602,0.325,0.40998,0.2925,0.369,-0.25675,1.85,0.346,0.6405,0.62262,1.46625,1.46625,0.96862
2022-04-17 07:30,0.64125,0.75824,0.33125,0.39185,0.355,0.41885,0.25375,0.30109,-0.35175,1.87,2.768,0.6405,4.35834,1.58125,1.58125,7.12634
2022-04-17 07:45,0.63,0.74184,0.32875,0.38636,0.29625,0.34763,0.25875,0.3042,-0.376,1.78,1.038,0.64225,1.86786,1.51375,1.51375,2.90586
2022-04-17 08:00,0.78375,0.90999,0.32,0.37047,0.3625,0.4229,0.2375,0.27665,-0.366,1.98,2.422,0.64225,14.07813,1.70375,1.70375,16.50013
2022-04-17 08:15,0.7025,0.77174,0.3475,0.38155,0.38125,0.415,0.25625,0.2817,-0.48325,1.85,4.152,0.64575,17.53713,1.6875,1.6875,21.68913
2022-04-17 08:30,0.71375,0.80954,0.3425,0.38855,0.3675,0.41674,0.25125,0.28516,-0.42075,1.9,0.692,0.64575,19.19745,1.675,1.675,19.88945
2022-04-17 08:45,0.6575,0.78653,0.3475,0.4156,0.36125,0.43212,0.26375,0.31572,-0.32925,1.95,2.422,0.64925,11.62224,1.63,1.63,14.04424
2022-04-17 09:00,0.6875,0.79493,0.32125,0.37257,0.3525,0.40804,0.25375,0.29443,-0.396,1.87,3.46,0.651,14.25108,1.615,1.615,17.71108
2022-04-17 09:15,0.78875,0.91599,0.3125,0.36304,0.45125,0.52762,0.235,0.27331,-0.3585,2.08,2.076,0.651,9.75438,1.7875,1.7875,11.83038
2022-04-17 09:30,0.7675,0.94448,0.30375,0.37391,0.45375,0.5597,0.19625,0.24192,-0.25225,2.12,3.806,0.651,15.53091,1.72125,1.72125,19.33691
2022-04-17 09:45,0.94625,1.08624,0.35125,0.40214,0.43375,0.49677,0.19625,0.22484,-0.37025,2.21,8.304,0.65275,40.74702,1.9275,1.9275,49.05102
2022-04-17 10:00,0.93875,1.03593,0.3675,0.40592,0.45125,0.49802,0.20875,0.23014,-0.449,2.17,5.882,0.65275,39.15588,1.96625,1.96625,45.03788
2022-04-17 10:15,1.0725,1.12045,0.3525,0.36893,0.46375,0.48542,0.215,0.22519,-0.5565,2.2,1.73,0.65275,10.48077,2.10375,2.10375,12.21077
2022-04-17 10:30,0.9725,1.047,0.335,0.36058,0.445,0.47946,0.21625,0.23296,-0.505,2.12,6.92,0.65625,21.61875,1.96875,1.96875,28.53875
2022-04-17 10:45,0.93125,0.99023,0.32125,0.34206,0.50375,0.5362,0.2175,0.23154,-0.53,2.1,4.844,0.65625,40.8162,1.97375,1.97375,45.6602
2022-04-17 11:00,0.8775,1.0154,0.38,0.43974,0.53,0.61276,0.27,0.31211,-0.33375,2.38,5.882,0.65625,30.81969,2.0575,2.0575,36.70169
2022-04-17 11:15,0.92,1.0094,0.375,0.41119,0.48875,0.536,0.30375,0.3334,-0.45375,2.29,5.536,0.65625,36.94212,2.0875,2.0875,42.47812
2022-04-17 11:30,0.93625,1.016,0.37125,0.40319,0.43625,0.47348,0.27375,0.29735,-0.482,2.19,8.304,0.6545,22.69104,2.0175,2.0175,30.99504
2022-04-17 11:45,0.95125,0.98596,0.39875,0.41318,0.44875,0.46515,0.25625,0.26573,-0.583,2.13,8.304,0.658,32.34165,2.055,2.055,40.64565
2022-04-17 12:00,0.8525,0.89219,0.4125,0.4315,0.465,0.48625,0.2775,0.29008,-0.5655,2.1,9.688,0.658,50.88189,2.0075,2.0075,60.56989
2022-04-17 12:15,0.9225,0.99337,0.44,0.47348,0.4475,0.48148,0.2525,0.27164,-0.5005,2.22,7.612,0.658,27.70659,2.0625,2.0625,35.31859
2022-04-17 12:30,0.975,1.11296,0.42125,0.48098,0.44375,0.50638,0.27125,0.30968,-0.35925,2.41,2.422,0.658,40.29735,2.11125,2.11125,42.71935
2022-04-17 12:45,0.97125,1.07688,0.41,0.45469,0.51125,0.56307,0.33875,0.37537,-0.421,2.47,3.46,0.65975,31.78821,2.23125,2.23125,35.24821
2022-04-17 13:00,0.95875,1.04882,0.42625,0.46509,0.4775,0.52303,0.35,0.3831,-0.454,2.42,3.114,0.6615,24.87021,2.2125,2.2125,27.98421
2022-04-17 13:15,0.8925,0.95443,0.4525,0.48495,0.49375,0.52621,0.3125,0.33438,-0.51275,2.3,3.114,0.6615,9.3393,2.15125,2.15125,12.4533
2022-04-17 13:30,0.8925,0.96163,0.4525,0.48705,0.44875,0.48296,0.29625,0.31835,-0.505,2.25,3.46,0.665,24.83562,2.09,2.09,28.29562
2022-04-17 13:45,1.0,1.04922,0.42375,0.44463,0.47,0.49301,0.3175,0.33312,-0.55275,2.32,5.536,0.6615,26.25381,2.21125,2.21125,31.78981
2022-04-17 14:00,0.94875,0.98262,0.3775,0.39097,0.45625,0.47318,0.2925,0.30324,-0.59,2.15,2.422,0.665,10.7229,2.075,2.075,13.1449
2022-04-17 14:15,0.865,0.91514,0.39375,0.41621,0.52625,0.55681,0.32375,0.34183,-0.54025,2.23,6.228,0.6615,25.00857,2.10875,2.10875,31.23657
2022-04-17 14:30,0.88125,0.94406,0.41125,0.43983,0.48875,0.52341,0.4875,0.52269,-0.502,2.43,0.692,0.66325,16.18812,2.26875,2.26875,16.88012
2022-04-17 14:45,0.91375,1.00796,0.4025,0.44378,0.475,0.52403,0.4475,0.49421,-0.43375,2.47,3.46,0.665,16.18812,2.23875,2.23875,19.64812
2022-04-17 15:00,0.8925,0.95287,0.4075,0.43507,0.475,0.5074,0.38875,0.41469,-0.5205,2.31,3.46,0.66675,18.40188,2.16375,2.16375,21.86188
2022-04-17 15:15,0.915,0.99706,0.42625,0.46467,0.4425,0.4821,0.41,0.44616,-0.4705,2.39,1.038,0.66675,8.19783,2.19375,2.19375,9.23583
2022-04-17 15:30,0.905,0.99014,0.385,0.4211,0.455,0.49759,0.37625,0.41118,-0.468,2.32,6.574,0.66675,11.31093,2.12125,2.12125,17.88493
2022-04-17 15:45,0.86375,0.95368,0.4025,0.44378,0.435,0.47985,0.3375,0.37268,-0.4555,2.25,3.806,0.66675,11.96814,2.03875,2.03875,15.77414
2022-04-17 16:00,0.94125,1.00475,0.43125,0.46077,0.475,0.50748,0.34375,0.36698,-0.518,2.34,2.768,0.66675,8.26701,2.19125,2.19125,11.03501
2022-04-17 16:15,0.8925,0.93398,0.4075,0.42677,0.46875,0.49069,0.3525,0.36856,-0.56625,2.22,1.384,0.665,7.12554,2.12125,2.12125,8.50954
2022-04-17 16:30,0.8625,0.9501,0.46625,0.51415,0.4575,0.50415,0.34625,0.38161,-0.44925,2.35,5.882,0.66675,12.65994,2.1325,2.1325,18.54194
2022-04-17 16:45,0.85375,0.9296,0.44125,0.48038,0.49625,0.54059,0.395,0.42945,-0.473,2.38,3.46,0.66675,26.11545,2.18625,2.18625,29.57545
2022-04-17 17:00,0.8525,0.96207,0.385,0.43454,0.4725,0.53277,0.36375,0.41061,-0.4005,2.34,5.19,0.66675,16.74156,2.07375,2.07375,21.93156
2022-04-17 17:15,0.86625,0.97697,0.39625,0.44654,0.5175,0.58337,0.3575,0.40311,-0.396,2.41,1.384,0.6685,5.49981,2.1375,2.1375,6.88381
