Facility,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah
Meter name,1st Floor Electricity,1st Floor Res Elec Use,2nd Floor Electricity,2nd Floor Res Elec Use,3rd Floor Electricity,3rd Floor Res Elec Use,4th Floor Electricity,4th Floor Res Elec Use,Basement Elec,Electricity Use,High Flow H2O,HVAC Electricity Use,Low Flow H2O,Noah Residential Electricity Use,Total Lighting and Plug Load,Water Use
Meter id,oberlin_noah_1st_floor_e,oberlin_noah_res_1st_floor_e,oberlin_noah_2nd_floor_e,oberlin_noah_res_2nd_floor_e,oberlin_noah_3rd_floor_e,oberlin_noah_res_3rd_floor_e,oberlin_noah_4th_floor_e,oberlin_noah_res_4th_floor_e,oberlin_noah_basement_e,oberlin_noah_main_e,oberlin_noah_high_h2o,oberlin_noah_hvac_e,oberlin_noah_low_h2o,oberlin_noah_res_e,oberlin_noah_light_plug_tot_e,oberlin_noah_total_h2o

Timestamp,Noah - 1st Floor Electricity (kWh),Noah - 1st Floor Res Elec Use (kWh),Noah - 2nd Floor Electricity (kWh),Noah - 2nd Floor Res Elec Use (kWh),Noah - 3rd Floor Electricity (kWh),Noah - 3rd Floor Res Elec Use (kWh),Noah - 4th Floor Electricity (kWh),Noah - 4th Floor Res Elec Use (kWh),Noah - Basement Elec (kWh),Noah - Electricity Use (kWh),Noah - High Flow H2O (gal),Noah - HVAC Electricity Use (kWh),Noah - Low Flow H2O (gal),Noah - Noah Residential Electricity Use (kWh),Noah - Total Lighting and Plug Load (kWh),Noah - Water Use (gal)
2022-05-11 09:00,0.84375,0.91179,0.37125,0.40093,0.39875,0.43069,0.33,0.35658,-0.55075,2.1,8.65,0.707,38.63703,1.94375,1.94375,47.28703
2022-05-11 09:15,0.7225,0.724,0.36375,0.36428,0.37375,0.37396,0.4325,0.42779,-0.713,1.89,2.422,0.7105,30.0933,1.8925,1.8925,32.5153
2022-05-11 09:30,0.78125,0.76599,0.36,0.35293,0.59375,0.57783,0.38875,0.3833,-0.7525,2.08,2.076,0.70875,15.66927,2.12375,2.12375,17.74527
2022-05-11 09:45,0.75375,0.7909,0.5525,0.57778,0.3875,0.40516,0.31125,0.32615,-0.61725,2.1,4.498,0.71225,10.30782,2.005,2.005,14.80582
2022-05-11 10:00,0.86375,0.96654,0.3525,0.39468,0.36375,0.40743,0.31375,0.35131,-0.48425,2.12,0.692,0.7105,1.62573,1.89375,1.89375,2.31773
2022-05-11 10:15,0.645,0.74456,0.3575,0.41281,0.37625,0.43457,0.2925,0.33805,-0.45,1.93,2.076,0.70875,11.96814,1.67125,1.67125,14.04414
2022-05-11 10:30,0.59625,0.68908,0.34125,0.3964,0.3575,0.41381,0.26,0.30073,-0.46025,1.8,0.692,0.70525,12.1065,1.555,1.555,12.7985
2022-05-11 10:45,0.76375,0.83816,0.27625,0.30285,0.3725,0.40848,0.265,0.29051,-0.5445,1.84,1.038,0.707,21.0999,1.6775,1.6775,22.1379
2022-05-11 11:00,0.76375,0.85044,0.30625,0.34077,0.4,0.44512,0.255,0.28363,-0.51025,1.92,3.46,0.70525,15.60009,1.725,1.725,19.06009
2022-05-11 11:15,0.8025,0.87312,0.32,0.34812,0.385,0.41921,0.23875,0.25954,-0.5515,1.9,4.152,0.70525,9.20094,1.74625,1.74625,13.35294
2022-05-11 11:30,0.8,0.89072,0.39125,0.43819,0.3875,0.43267,0.2675,0.29846,-0.4915,2.06,2.422,0.70525,17.9868,1.84625,1.84625,20.4088
2022-05-11 11:45,0.79,0.85879,0.39375,0.4294,0.4225,0.45513,0.26375,0.28666,-0.5435,2.03,2.076,0.7035,26.25381,1.87,1.87,28.32981
2022-05-11 12:00,0.84875,0.83922,0.37,0.36642,0.47875,0.47043,0.2975,0.29393,-0.72675,1.97,2.768,0.70175,15.28878,1.995,1.995,18.05678
2022-05-11 12:15,0.89,0.92541,0.39625,0.41144,0.46,0.47794,0.30375,0.31518,-0.62175,2.13,9.342,0.70175,23.45202,2.05,2.05,32.79402
2022-05-11 12:30,0.95,1.05059,0.355,0.39204,0.48625,0.53609,0.255,0.28129,-0.48625,2.26,1.038,0.7,3.35523,2.04625,2.04625,4.39323
2022-05-11 12:45,0.92625,1.02514,0.37,0.40943,0.44625,0.49409,0.28125,0.31134,-0.48375,2.24,2.076,0.7,10.0311,2.02375,2.02375,12.1071
2022-05-11 13:00,0.875,0.98658,0.38,0.42832,0.48625,0.54876,0.325,0.36638,-0.43625,2.33,6.92,0.7,15.18501,2.06625,2.06625,22.10501
2022-05-11 13:15,0.92875,1.02452,0.38125,0.42235,0.5,0.55192,0.29125,0.32118,-0.483,2.32,1.73,0.70175,11.0688,2.10125,2.10125,12.7988
2022-05-11 13:30,0.88875,0.9287,0.3625,0.37861,0.42875,0.44743,0.32125,0.33526,-0.613,2.09,4.152,0.70175,27.08397,2.00125,2.00125,31.23597
2022-05-11 13:45,0.885,0.97483,0.3375,0.37175,0.3975,0.43783,0.31375,0.3456,-0.5055,2.13,2.768,0.70175,8.68209,1.93375,1.93375,11.45009
2022-05-11 14:00,0.83625,0.96212,0.33,0.37971,0.415,0.47756,0.27875,0.32064,-0.42,2.14,1.73,0.7,5.63817,1.86,1.86,7.36817
2022-05-11 14:15,0.945,1.05526,0.36,0.40206,0.4175,0.46636,0.30125,0.33633,-0.46375,2.26,1.038,0.7,6.15702,2.02375,2.02375,7.19502
2022-05-11 14:30,0.96375,1.05665,0.36875,0.40436,0.40625,0.44537,0.36,0.39363,-0.5005,2.3,1.73,0.70175,3.63195,2.09875,2.09875,5.36195
2022-05-11 14:45,0.725,0.80966,0.33125,0.37038,0.42,0.4703,0.2675,0.29968,-0.49725,1.95,1.384,0.7035,8.95881,1.74375,1.74375,10.34281
2022-05-11 15:00,0.85625,0.92221,0.35,0.37661,0.42125,0.4514,0.2975,0.31975,-0.5585,2.07,1.384,0.7035,3.63195,1.925,1.925,5.01595
2022-05-11 15:15,0.7225,0.74501,0.365,0.3762,0.49375,0.509,0.31,0.31977,-0.64825,1.95,1.73,0.707,6.05325,1.89125,1.89125,7.78325
2022-05-11 15:30,0.715,0.69364,0.4475,0.43395,0.495,0.48078,0.28,0.27162,-0.76275,1.88,7.958,0.70525,14.76993,1.9375,1.9375,22.72793
2022-05-11 15:45,0.69375,0.70343,0.4425,0.44928,0.4575,0.46531,0.2875,0.29197,-0.67475,1.91,4.152,0.7035,6.88341,1.88125,1.88125,11.03541
2022-05-11 16:00,0.71875,0.71967,0.385,0.38782,0.47875,0.4797,0.31125,0.31278,-0.69725,1.9,1.384,0.7035,2.24835,1.89375,1.89375,3.63235
2022-05-11 16:15,0.85625,0.79548,0.4375,0.40661,0.52,0.48147,0.2875,0.26646,-0.85825,1.95,5.536,0.707,15.18501,2.10125,2.10125,20.72101
2022-05-11 16:30,0.94,0.92436,0.39,0.38385,0.5025,0.49371,0.32375,0.31805,-0.7415,2.12,4.844,0.70525,18.22893,2.15625,2.15625,23.07293
2022-05-11 16:45,0.84875,0.82908,0.3925,0.38335,0.505,0.49336,0.29125,0.2842,-0.7545,1.99,3.46,0.707,13.24797,2.0375,2.0375,16.70797
2022-05-11 17:00,0.83875,0.81221,0.3925,0.37987,0.46125,0.44624,0.30125,0.29168,-0.7725,1.93,2.076,0.70875,6.39915,1.99375,1.99375,8.47515
2022-05-11 17:15,0.83625,0.85878,0.37875,0.38893,0.44625,0.45792,0.31625,0.32437,-0.65275,2.03,2.768,0.70525,16.15353,1.9775,1.9775,18.92153
2022-05-11 17:30,0.83125,0.83799,0.395,0.39841,0.47375,0.47704,0.31375,0.31654,-0.68725,2.03,4.498,0.7035,25.66578,2.01375,2.01375,30.16378
2022-05-11 17:45,0.89875,0.88474,0.3825,0.3765,0.4975,0.48955,0.355,0.34918,-0.739,2.1,1.038,0.70525,35.21262,2.13375,2.13375,36.25062
2022-05-11 18:00,0.95625,0.94704,0.38625,0.38499,0.51,0.50867,0.38,0.37932,-0.7125,2.22,8.304,0.7,25.07775,2.2325,2.2325,33.38175
2022-05-11 18:15,0.90125,0.90905,0.39375,0.39717,0.46,0.46448,0.38625,0.38931,-0.68125,2.16,1.73,0.7,18.50565,2.14125,2.14125,20.23565
2022-05-11 18:30,0.86,0.92502,0.37125,0.39969,0.45875,0.4936,0.39125,0.42169,-0.536,2.24,0.692,0.69475,4.42752,2.08125,2.08125,5.11952
2022-05-11 18:45,0.82,0.87541,0.36125,0.38674,0.48,0.5133,0.3875,0.41458,-0.55525,2.19,1.73,0.6965,25.70037,2.04875,2.04875,27.43037
2022-05-11 19:00,0.885,0.9451,0.35,0.37369,0.4775,0.5097,0.37625,0.40153,-0.557,2.23,4.498,0.69825,15.98058,2.08875,2.08875,20.47858
2022-05-11 19:15,0.825,0.87472,0.35375,0.37394,0.58125,0.61538,0.4975,0.52596,-0.56575,2.39,2.422,0.69825,12.90207,2.2575,2.2575,15.32407
2022-05-11 19:30,0.85125,0.86792,0.39125,0.39892,0.56875,0.57998,0.405,0.41314,-0.65625,2.26,3.46,0.7,15.11583,2.21625,2.21625,18.57583
2022-05-11 19:45,0.8575,0.86034,0.425,0.42638,0.58375,0.58564,0.44625,0.44767,-0.6925,2.32,6.228,0.7,25.21611,2.3125,2.3125,31.44411
2022-05-11 20:00,0.925,0.89126,0.48625,0.46844,0.5825,0.55969,0.48875,0.4706,-0.7925,2.39,1.038,0.7,53.78745,2.4825,2.4825,54.82545
2022-05-11 20:15,0.87125,0.83193,0.4675,0.44537,0.61375,0.57756,0.5175,0.49515,-0.82175,2.35,5.882,0.70175,39.70932,2.47,2.47,45.59132
2022-05-11 20:30,0.81125,0.80598,0.49,0.48696,0.5825,0.57903,0.5125,0.50806,-0.71975,2.38,1.384,0.7035,30.85428,2.39625,2.39625,32.23828
2022-05-11 20:45,0.98375,1.00414,0.46375,0.47352,0.5475,0.5584,0.445,0.45398,-0.65175,2.49,0.692,0.70175,4.08162,2.44,2.44,4.77362
2022-05-11 21:00,1.00375,1.09397,0.45125,0.49158,0.56375,0.61447,0.43125,0.46998,-0.48,2.67,7.266,0.7,13.38633,2.45,2.45,20.65233
2022-05-11 21:15,0.9775,1.07928,0.47,0.51842,0.5325,0.58797,0.475,0.52432,-0.445,2.71,2.768,0.7,9.92733,2.455,2.455,12.69533
2022-05-11 21:30,0.98875,1.06645,0.46125,0.49737,0.56625,0.6108,0.45,0.48536,-0.50625,2.66,2.768,0.7,19.88925,2.46625,2.46625,22.65725
2022-05-11 21:45,1.00375,1.12222,0.4575,0.51179,0.54875,0.61309,0.44125,0.49292,-0.4095,2.74,1.73,0.69825,10.82667,2.45125,2.45125,12.55667
2022-05-11 22:00,0.9325,1.0403,0.46,0.51238,0.50125,0.55897,0.42875,0.47836,-0.4325,2.59,3.114,0.7,36.00819,2.3225,2.3225,39.12219
2022-05-11 22:15,1.03625,1.16072,0.49,0.54884,0.545,0.6097,0.34875,0.39073,-0.40475,2.71,1.384,0.69475,29.85117,2.42,2.42,31.23517
2022-05-11 22:30,0.99125,1.1002,0.56375,0.6259,0.56125,0.62305,0.36125,0.40088,-0.424,2.75,6.92,0.6965,47.3883,2.4775,2.4775,54.3083
2022-05-11 22:45,0.95375,1.0949,0.58375,0.66979,0.6225,0.71091,0.36125,0.41445,-0.33825,2.89,8.304,0.707,17.36418,2.52125,2.52125,25.66818
2022-05-11 23:00,0.955,1.0364,0.56125,0.60878,0.6025,0.65442,0.4525,0.49039,-0.50575,2.79,7.266,0.7245,39.57096,2.57125,2.57125,46.83696
2022-05-11 23:15,1.0225,1.13291,0.57875,0.64192,0.6925,0.7668,0.4225,0.46836,-0.42725,3.01,9.688,0.721,40.8162,2.71625,2.71625,50.5042
2022-05-11 23:30,1.12875,1.21536,0.5975,0.64402,0.64875,0.69835,0.4475,0.48225,-0.507,3.04,6.574,0.7245,36.07737,2.8225,2.8225,42.65137
2022-05-11 23:45,1.06875,1.22794,0.56875,0.65369,0.575,0.66045,0.39875,0.4579,-0.33925,3.0,7.612,0.728,40.4703,2.61125,2.61125,48.0823
2022-05-12 00:00,1.09,1.25623,0.5075,0.58483,0.5675,0.65349,0.43875,0.50547,-0.32475,3.0,5.536,0.721,47.56125,2.60375,2.60375,53.09725
2022-05-12 00:15,1.025,1.1141,0.51625,0.56112,0.6275,0.68197,0.435,0.4728,-0.49125,2.83,4.498,0.7175,28.84806,2.60375,2.60375,33.34606
2022-05-12 00:30,1.04875,1.16503,0.50875,0.56518,0.61375,0.68214,0.43,0.47766,-0.427,2.89,4.498,0.71575,25.00857,2.60125,2.60125,29.50657
2022-05-12 00:45,0.94875,1.06218,0.5275,0.59195,0.53625,0.6002,0.4075,0.45569,-0.42575,2.71,3.806,0.71575,39.64014,2.42,2.42,43.44614
2022-05-12 01:00,0.94875,1.05784,0.49,0.54752,0.49,0.54629,0.45375,0.50838,-0.43825,2.66,2.422,0.71575,35.9736,2.3825,2.3825,38.3956
2022-05-12 01:15,0.835,0.93849,0.445,0.50044,0.49375,0.55503,0.415,0.46605,-0.44275,2.46,3.806,0.714,20.65023,2.18875,2.18875,24.45623
2022-05-12 01:30,0.825,0.94459,0.4575,0.52438,0.4575,0.52432,0.38125,0.43667,-0.40525,2.43,3.46,0.714,11.79519,2.12125,2.12125,15.25519
2022-05-12 01:45,0.70125,0.82091,0.4475,0.52357,0.4275,0.5004,0.355,0.41517,-0.37475,2.26,1.73,0.7035,9.44307,1.93125,1.93125,11.17307
2022-05-12 02:00,0.65,0.79518,0.4275,0.52308,0.44,0.53806,0.33,0.40368,-0.28925,2.26,2.422,0.70175,15.77304,1.8475,1.8475,18.19504
2022-05-12 02:15,0.69,0.84591,0.435,0.53399,0.40375,0.49535,0.31375,0.38476,-0.2825,2.26,1.384,0.7,15.32337,1.8425,1.8425,16.70737
2022-05-12 02:30,0.74375,0.89031,0.41875,0.50099,0.35875,0.43011,0.3075,0.36861,-0.34225,2.19,4.498,0.7035,7.78275,1.82875,1.82875,12.28075
2022-05-12 02:45,0.72875,0.87684,0.40875,0.49186,0.3975,0.47855,0.32625,0.39273,-0.32475,2.24,0.346,0.7035,1.62573,1.86125,1.86125,1.97173
2022-05-12 03:00,0.64875,0.80714,0.36625,0.45542,0.3975,0.49471,0.28375,0.35274,-0.28625,2.11,0.0,0.7,0.6918,1.69625,1.69625,0.6918
2022-05-12 03:15,0.575,0.71295,0.4225,0.52386,0.38625,0.47888,0.32625,0.4043,-0.29,2.12,0.0,0.7,0.03459,1.71,1.71,0.03459
2022-05-12 03:30,0.59875,0.7569,0.4225,0.53441,0.38125,0.48196,0.31375,0.39672,-0.24625,2.17,2.422,0.7,4.8426,1.71625,1.71625,7.2646
2022-05-12 03:45,0.57625,0.73175,0.40875,0.51915,0.3425,0.43495,0.3025,0.38415,-0.25825,2.07,1.038,0.69825,10.96503,1.63,1.63,12.00303
2022-05-12 04:00,0.61125,0.76888,0.38375,0.48329,0.32625,0.41084,0.315,0.39697,-0.2745,2.06,0.0,0.69825,13.62846,1.63625,1.63625,13.62846
2022-05-12 04:15,0.59375,0.758,0.3425,0.43718,0.36125,0.46132,0.30875,0.39357,-0.2545,2.05,1.384,0.69825,10.89585,1.60625,1.60625,12.27985
2022-05-12 04:30,0.59625,0.76366,0.3675,0.47118,0.33625,0.43064,0.2925,0.37454,-0.25075,2.04,0.0,0.69825,0.3459,1.5925,1.5925,0.3459
2022-05-12 04:45,0.53625,0.67809,0.4,0.50589,0.34,0.42906,0.29,0.36694,-0.28275,1.98,0.692,0.6965,6.32997,1.56625,1.56625,7.02197
2022-05-12 05:00,0.55125,0.69723,0.37375,0.47305,0.36375,0.46005,0.3,0.3797,-0.27,2.01,1.73,0.69125,4.94637,1.58875,1.58875,6.67637
2022-05-12 05:15,0.53875,0.69812,0.36,0.46707,0.29875,0.3873,0.29125,0.37752,-0.2465,1.93,0.0,0.68775,0.03459,1.48875,1.48875,0.03459
2022-05-12 05:30,0.54625,0.70037,0.31125,0.39907,0.3575,0.45793,0.31375,0.40264,-0.253,1.96,0.0,0.68425,0.58803,1.52875,1.52875,0.58803
2022-05-12 05:45,0.56625,0.70723,0.34625,0.43254,0.3775,0.47236,0.28625,0.35787,-0.287,1.97,0.0,0.68075,0.03459,1.57625,1.57625,0.03459
2022-05-12 06:00,0.55625,0.7134,0.3475,0.44586,0.34,0.43614,0.3075,0.39459,-0.242,1.99,0.692,0.68075,1.66032,1.55125,1.55125,2.35232
2022-05-12 06:15,0.56125,0.66727,0.3675,0.43627,0.42625,0.50707,0.26875,0.31935,-0.378,1.93,0.0,0.68425,0.72639,1.62375,1.62375,0.72639
2022-05-12 06:30,0.50875,0.58,0.3425,0.39062,0.3625,0.4138,0.25875,0.29555,-0.475,1.68,1.038,0.6825,2.87097,1.4725,1.4725,3.90897
2022-05-12 06:45,0.49,0.53998,0.34125,0.37676,0.3875,0.42788,0.2675,0.29535,-0.527,1.64,1.384,0.68075,2.62884,1.48625,1.48625,4.01284
2022-05-12 07:00,0.55875,0.61822,0.33875,0.37556,0.38875,0.43134,0.2575,0.28486,-0.51625,1.71,2.768,0.6825,13.97436,1.54375,1.54375,16.74236
2022-05-12 07:15,0.74,0.82123,0.355,0.39448,0.415,0.46119,0.255,0.28311,-0.484,1.96,4.844,0.679,13.52469,1.765,1.765,18.36869
2022-05-12 07:30,0.81,0.84225,0.36625,0.38124,0.3925,0.4084,0.29625,0.3081,-0.60925,1.94,0.346,0.68425,7.99029,1.865,1.865,8.33629
2022-05-12 07:45,0.83125,0.88496,0.3425,0.36508,0.415,0.44196,0.29,0.30802,-0.563,2.0,2.422,0.68425,16.39566,1.87875,1.87875,18.81766
2022-05-12 08:00,0.82,0.87476,0.34125,0.36477,0.43625,0.4664,0.25625,0.27405,-0.558,1.98,6.92,0.68425,36.6654,1.85375,1.85375,43.5854
2022-05-12 08:15,0.80625,0.85434,0.4,0.42377,0.44875,0.47542,0.2325,0.24645,-0.57525,2.0,4.152,0.68775,10.06569,1.8875,1.8875,14.21769
2022-05-12 08:30,0.91625,0.9745,0.3425,0.36446,0.395,0.42042,0.26375,0.2806,-0.56525,2.04,3.46,0.68775,10.96503,1.9175,1.9175,14.42503
2022-05-12 08:45,0.9125,0.95111,0.34875,0.36411,0.4025,0.42051,0.31375,0.3243,-0.6035,2.06,4.152,0.686,28.50216,1.9775,1.9775,32.65416
2022-05-12 09:00,0.85,0.87568,0.4725,0.48724,0.4375,0.45116,0.2675,0.2759,-0.62525,2.09,3.806,0.68775,34.07115,2.0275,2.0275,37.87715
2022-05-12 09:15,0.85625,0.91844,0.4125,0.44261,0.435,0.46682,0.2725,0.2922,-0.54575,2.12,16.262,0.6895,39.64014,1.97625,1.97625,55.90214
2022-05-12 09:30,0.88875,0.92761,0.40375,0.42206,0.475,0.49631,0.29125,0.30407,-0.5965,2.15,11.072,0.68775,40.64325,2.05875,2.05875,51.71525
2022-05-12 09:45,0.785,0.8594,0.3425,0.37489,0.40875,0.44698,0.26375,0.28873,-0.52125,1.97,2.076,0.69125,25.63119,1.8,1.8,27.70719
2022-05-12 10:00,0.76875,0.86491,0.35125,0.39494,0.40375,0.45466,0.3075,0.3455,-0.459,2.06,1.384,0.68775,18.29811,1.83125,1.83125,19.68211
2022-05-12 10:15,0.69,0.77433,0.36875,0.41372,0.46375,0.52088,0.295,0.33109,-0.467,2.04,1.73,0.6895,15.77304,1.8175,1.8175,17.50304
2022-05-12 10:30,0.7025,0.79795,0.40875,0.46473,0.42,0.47736,0.28125,0.32003,-0.44375,2.06,6.228,0.69125,12.72912,1.8125,1.8125,18.95712
2022-05-12 10:45,0.81625,0.87783,0.3975,0.42822,0.4175,0.45015,0.2825,0.3038,-0.54675,2.06,6.228,0.693,25.87332,1.91375,1.91375,32.10132
2022-05-12 11:00,0.79375,0.84033,0.41,0.43438,0.44875,0.47548,0.2925,0.30983,-0.57625,2.06,0.0,0.69125,3.28605,1.945,1.945,3.28605
2022-05-12 11:15,0.6575,0.70662,0.4125,0.44315,0.47125,0.50614,0.255,0.2741,-0.5575,1.93,3.114,0.69125,9.96192,1.79625,1.79625,13.07592
2022-05-12 11:30,0.735,0.80743,0.45,0.49399,0.41125,0.45221,0.27,0.29636,-0.5075,2.05,5.536,0.69125,18.09057,1.86625,1.86625,23.62657
2022-05-12 11:45,0.765,0.83625,0.43125,0.47166,0.4325,0.4729,0.27375,0.2992,-0.512,2.08,2.076,0.6895,3.52818,1.9025,1.9025,5.60418
2022-05-12 12:00,0.72,0.80293,0.42625,0.47548,0.4125,0.45943,0.235,0.26217,-0.485,2.0,7.958,0.69125,17.50254,1.79375,1.79375,25.46054
2022-05-12 12:15,0.71,0.78527,0.4275,0.4723,0.43375,0.48002,0.2375,0.26239,-0.5,2.0,0.692,0.69125,21.27285,1.80875,1.80875,21.96485
2022-05-12 12:30,0.77375,0.84648,0.4225,0.46228,0.46375,0.50739,0.26875,0.29384,-0.51,2.11,1.73,0.69125,19.12827,1.92875,1.92875,20.85827
2022-05-12 12:45,0.76125,0.82043,0.43875,0.47326,0.40625,0.43787,0.24875,0.26844,-0.54975,2.0,0.0,0.69475,0.24213,1.855,1.855,0.24213
2022-05-12 13:00,0.74,0.77557,0.41125,0.43128,0.3875,0.40612,0.27375,0.28702,-0.60725,1.9,2.768,0.69475,5.01555,1.8125,1.8125,7.78355
2022-05-12 13:15,0.8225,0.8736,0.4225,0.44873,0.41875,0.44503,0.26625,0.28267,-0.57125,2.05,3.806,0.69125,14.90829,1.93,1.93,18.71429
2022-05-12 13:30,0.80125,0.86938,0.40125,0.43563,0.42625,0.4627,0.27875,0.30227,-0.5305,2.07,1.73,0.693,2.52507,1.9075,1.9075,4.25507
2022-05-12 13:45,0.655,0.71808,0.36,0.39456,0.4325,0.47395,0.295,0.3234,-0.52725,1.91,2.076,0.69475,5.84571,1.7425,1.7425,7.92171
2022-05-12 14:00,0.6525,0.6455,0.4075,0.40277,0.4725,0.46803,0.3275,0.32371,-0.71475,1.84,4.498,0.69475,10.89585,1.86,1.86,15.39385
2022-05-12 14:15,0.68625,0.74468,0.40125,0.43607,0.44625,0.48336,0.29125,0.31587,-0.538,1.98,1.384,0.693,5.91489,1.825,1.825,7.29889
2022-05-12 14:30,0.7625,0.77698,0.40625,0.41377,0.4375,0.4454,0.28875,0.29385,-0.658,1.93,1.384,0.693,12.17568,1.895,1.895,13.55968
2022-05-12 14:45,0.72625,0.7946,0.3675,0.40118,0.45375,0.4962,0.245,0.26802,-0.52375,1.96,2.076,0.69125,10.23864,1.7925,1.7925,12.31464
2022-05-12 15:00,0.7325,0.8265,0.3775,0.42625,0.40625,0.45826,0.27375,0.30906,-0.46125,2.02,4.152,0.69125,12.97125,1.79,1.79,17.12325
2022-05-12 15:15,0.67875,0.72931,0.38375,0.41256,0.425,0.45692,0.2525,0.2712,-0.5595,1.87,0.692,0.6895,9.58143,1.74,1.74,10.27343
2022-05-12 15:30,0.615,0.68209,0.37875,0.41964,0.43,0.47633,0.21875,0.24191,-0.512,1.82,0.692,0.6895,1.41819,1.6425,1.6425,2.11019
2022-05-12 15:45,0.71,0.77592,0.3975,0.43468,0.485,0.52956,0.22875,0.24983,-0.519,1.99,0.346,0.68775,6.2262,1.82125,1.82125,6.5722
2022-05-12 16:00,0.76625,0.80553,0.44375,0.46646,0.4175,0.43917,0.24625,0.25887,-0.595,1.97,3.806,0.69125,15.15042,1.87375,1.87375,18.95642
2022-05-12 16:15,0.8375,0.8789,0.41625,0.44336,0.45875,0.4895,0.23375,0.2483,-0.57575,2.06,6.574,0.6895,35.52393,1.94625,1.94625,42.09793
2022-05-12 16:30,0.85625,0.84424,0.47125,0.46702,0.52875,0.52068,0.3,0.29805,-0.71925,2.13,4.498,0.693,13.21338,2.15625,2.15625,17.71138
2022-05-12 16:45,0.76375,0.79987,0.48,0.50231,0.55125,0.57748,0.2675,0.2803,-0.61825,2.16,4.498,0.71575,14.35485,2.0625,2.0625,18.85285
2022-05-12 17:00,0.76125,0.80198,0.39625,0.41749,0.545,0.57352,0.33,0.34701,-0.6065,2.14,5.19,0.714,8.82045,2.0325,2.0325,14.01045
2022-05-12 17:15,0.7975,0.78445,0.42875,0.42153,0.50375,0.49583,0.395,0.38823,-0.749,2.09,1.73,0.714,8.37078,2.125,2.125,10.10078
2022-05-12 17:30,0.82625,0.77852,0.42125,0.3969,0.53375,0.50261,0.3525,0.33198,-0.83775,2.01,3.46,0.714,5.67276,2.13375,2.13375,9.13276
2022-05-12 17:45,0.82875,0.80307,0.41125,0.39856,0.52875,0.51176,0.3475,0.33661,-0.775,2.05,5.882,0.70875,16.08435,2.11625,2.11625,21.96635
2022-05-12 18:00,0.85375,0.8321,0.38875,0.37902,0.525,0.51091,0.44125,0.428,-0.764,2.15,3.46,0.70525,29.78199,2.20875,2.20875,33.24199
2022-05-12 18:15,0.80375,0.77902,0.425,0.41598,0.575,0.54611,0.36875,0.3589,-0.776,2.1,1.384,0.7035,14.28567,2.1725,2.1725,15.66967
2022-05-12 18:30,0.74125,0.73838,0.455,0.45308,0.52125,0.51918,0.40125,0.39941,-0.70875,2.11,4.152,0.7,12.34863,2.11875,2.11875,16.50063
2022-05-12 18:45,0.72375,0.77159,0.4375,0.46644,0.555,0.59351,0.41125,0.43848,-0.5575,2.27,3.46,0.7,22.51809,2.1275,2.1275,25.97809
2022-05-12 19:00,0.7925,0.85926,0.39875,0.4319,0.4875,0.52869,0.4525,0.49012,-0.523,2.31,2.768,0.70175,16.81074,2.13125,2.13125,19.57874
2022-05-12 19:15,0.80625,0.88548,0.38625,0.42453,0.4525,0.49683,0.4125,0.45318,-0.49925,2.26,3.114,0.70175,6.15702,2.0575,2.0575,9.27102
2022-05-12 19:30,0.80125,0.85102,0.37625,0.39969,0.47125,0.5005,0.385,0.40877,-0.579,2.16,4.152,0.70525,9.23553,2.03375,2.03375,13.38753
2022-05-12 19:45,0.77625,0.81552,0.46875,0.49203,0.44,0.46175,0.39125,0.41069,-0.605,2.18,3.114,0.70875,8.95881,2.07625,2.07625,12.07281
2022-05-12 20:00,0.83625,0.83996,0.48,0.48202,0.44,0.44181,0.405,0.40623,-0.7,2.17,8.996,0.70875,36.00819,2.16125,2.16125,45.00419
2022-05-12 20:15,0.9125,0.93953,0.48625,0.50095,0.46625,0.48005,0.3975,0.40947,-0.64475,2.33,3.806,0.71225,15.28878,2.2625,2.2625,19.09478
2022-05-12 20:30,0.805,0.90407,0.48625,0.54779,0.465,0.52386,0.40375,0.45425,-0.4405,2.43,2.076,0.7105,7.81734,2.16,2.16,9.89334
2022-05-12 20:45,0.82875,1.01249,0.49875,0.60964,0.435,0.53058,0.44,0.53728,-0.223,2.69,1.384,0.7105,14.73534,2.2025,2.2025,16.11934
2022-05-12 21:00,0.85875,1.04763,0.47375,0.57785,0.47625,0.5811,0.45375,0.55342,-0.21125,2.76,8.65,0.70875,37.56474,2.2625,2.2625,46.21474
2022-05-12 21:15,0.9925,1.11,0.5225,0.58436,0.485,0.54184,0.51375,0.5738,-0.416,2.81,8.304,0.71225,38.29113,2.51375,2.51375,46.59513
2022-05-12 21:30,0.82625,0.93966,0.545,0.62031,0.4775,0.54302,0.4725,0.53703,-0.39175,2.64,0.346,0.7105,12.1065,2.32125,2.32125,12.4525
2022-05-12 21:45,0.82875,1.01342,0.55875,0.6837,0.4825,0.59,0.55125,0.67292,-0.17,2.96,2.422,0.70875,13.52469,2.42125,2.42125,15.94669
2022-05-12 22:00,0.8975,1.08187,0.55875,0.67333,0.5025,0.60622,0.49625,0.59853,-0.2055,2.96,4.498,0.7105,34.9359,2.455,2.455,39.4339
